,index,Restaurant,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
7267,7271,ID_5850,"Sector 1, Noida",300,99,3.6,50,35,65
4727,5586,ID_5850,Delhi University-GTB Nagar,300,50,-,-,-,65
965,4065,ID_5851,"Babarpur, New Delhi, Delhi",450,99,4.0,157,80,45
4244,1713,ID_5852,"MG Road, Pune",650,50,4.0,1372,609,30
322,2278,ID_5852,"Yerawada, Pune, Maharashtra",650,50,4.0,1372,609,30
1275,8833,ID_5854,Delhi Cantt.,250,50,3.7,93,48,45
4510,6112,ID_5855,"D-Block, Sector 63, Noida",200,50,3.5,38,17,30
4663,9356,ID_5857,"FTI College, Law College Road, Pune",100,50,NEW,-,-,30
761,10847,ID_5858,"FTI College, Law College Road, Pune",750,50,4.1,318,185,65
8540,8164,ID_5858,Pune University,750,50,4.1,318,185,65
7982,7019,ID_5859,"Nathan Road, Mangaldas Road, Pune",200,50,NEW,-,-,30
3468,4635,ID_5859,"MG Road, Pune",200,50,NEW,-,-,30
8078,9165,ID_5861,"FTI College, Law College Road, Pune",100,50,3.0,9,3,30
6571,6116,ID_5862,"Nathan Road, Mangaldas Road, Pune",100,50,4.2,283,139,30
3854,4217,ID_5863,"Mico Layout, Stage 2, BTM Layout,Bangalore",750,50,4.4,707,434,45
3992,4711,ID_5865,"D-Block, Sector 63, Noida",250,50,4.3,467,197,65
8087,5794,ID_5866,"D-Block, Sector 63, Noida",250,50,2.7,23,17,30
8160,2521,ID_5867,"Sector 63A,Gurgaon",450,50,3.9,37,29,30
6426,4186,ID_5869,"Rmz Centennial, I Gate, Whitefield",200,50,3.3,10,6,20
4495,7152,ID_587,"Sector 3, Marathalli",300,99,4.0,998,360,45
5499,5712,ID_5870,"Rmz Centennial, I Gate, Whitefield","1,150",50,4.6,1038,774,30
7548,10978,ID_5871,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.8,550,215,65
8644,9117,ID_5872,"Noorkhan Bazaar, Malakpet, Hyderabad",300,50,3.6,51,17,30
3265,10633,ID_5872,"Chatta Bazaar, Malakpet, Hyderabad",300,50,3.6,51,17,30
4363,7993,ID_5872,"Musi Nagar, Malakpet, Hyderabad",300,50,3.6,51,17,30
1780,448,ID_5873,"Sector 14, Noida",200,50,3.3,17,4,30
8296,4456,ID_5874,"Sector 1, Noida",200,50,4.0,276,151,65
4738,5134,ID_5875,"Delhi Administration Flats, Timarpur",150,50,4.4,-,-,30
8835,7284,ID_5875,"Sector 14, Noida",150,50,4.3,183,124,45
1401,9576,ID_5875,"Sector 1, Noida",150,50,4.3,183,124,45
7558,7604,ID_5878,"Delhi High Court, India Gate",900,50,4.3,3203,1979,45
6974,784,ID_5879,"Sector 14, Noida",900,450,4.2,1262,758,65
8381,683,ID_5879,"Sector 1, Noida",900,450,4.2,1262,758,65
3589,8542,ID_5879,"Rmz Centennial, I Gate, Whitefield",650,50,4.2,819,561,45
5796,4206,ID_5880,Mumbai Central,200,50,3.7,48,29,30
7265,8753,ID_5880,"Sandhurst Road, Mumbai CST Area",200,50,3.7,48,29,30
5156,10564,ID_5880,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.4,264,46,45
6021,2085,ID_5880,"D-Block, Sector 63, Noida",200,50,3.6,50,20,30
2408,4758,ID_5881,"D-Block, Sector 63, Noida",200,50,4.0,67,57,30
2579,6180,ID_5882,Delhi Cantt.,200,50,-,-,-,30
6357,3713,ID_5884,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.9,210,24,45
6922,10168,ID_5885,"Sector 14, Noida",150,50,3.4,14,4,30
5227,4665,ID_5885,Delhi Cantt.,200,50,2.8,63,29,30
2386,7390,ID_5885,Delhi University-GTB Nagar,250,50,3.2,10,2,30
8400,10419,ID_5885,"Delhi Administration Flats, Timarpur",250,50,3.2,10,2,30
6383,5572,ID_5885,Delhi University-GTB Nagar,100,50,3.2,6,1,30
3851,1592,ID_5885,"Delhi Administration Flats, Timarpur",150,50,3.5,-,-,30
8367,1921,ID_5885,"Delhi Administration Flats, Timarpur",100,50,3.2,6,1,30
8694,1509,ID_5885,Delhi University-GTB Nagar,150,50,3.5,-,-,30
6131,6610,ID_5885,"Yerawada, Pune, Maharashtra",150,50,3.3,47,17,30
8682,1347,ID_5886,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",350,50,3.8,154,67,45
6055,11021,ID_5889,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,-,-,-,30
1408,3319,ID_589,"Sector 63A,Gurgaon",300,50,3.7,75,45,65
3849,3616,ID_5890,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,-,-,-,30
6388,439,ID_5893,"D-Block, Sector 63, Noida",200,50,2.8,11,5,30
3322,9042,ID_5894,Delhi University-GTB Nagar,200,99,3.4,28,8,30
642,7176,ID_5895,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.4,27,9,30
5414,10627,ID_5896,"D-Block, Sector 63, Noida",150,50,-,-,-,30
7118,8954,ID_5896,"D-Block, Sector 63, Noida",200,50,3.7,42,34,30
4826,1008,ID_5897,"Rmz Centennial, I Gate, Whitefield",150,50,3.0,9,1,30
7720,8371,ID_5897,"Sector 3, Marathalli",150,50,3.0,9,1,30
2260,4668,ID_5898,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.4,8,2,30
3890,423,ID_5899,"Babarpur, New Delhi, Delhi",150,50,3.6,16,4,65
3150,8301,ID_59,Delhi Cantt.,150,50,3.2,92,26,65
4273,10825,ID_5900,"Sector 1, Noida",250,50,3.8,96,48,30
3948,8386,ID_5901,Delhi University-GTB Nagar,100,50,NEW,-,-,30
4496,5299,ID_5901,Delhi University-GTB Nagar,100,50,3.6,345,20,30
4890,4694,ID_5901,"Delhi Administration Flats, Timarpur",100,50,3.6,345,20,30
6895,1685,ID_5902,"D-Block, Sector 63, Noida",250,50,3.6,217,57,45
383,5349,ID_5903,Delhi Cantt.,150,50,NEW,-,-,30
2920,3398,ID_5903,"Delhi Administration Flats, Timarpur",100,50,3.5,594,72,45
4979,7695,ID_5903,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.1,5,4,30
6470,5067,ID_5903,Delhi University-GTB Nagar,100,50,3.5,594,72,45
5986,2591,ID_5903,"Sector 1, Noida",200,50,NEW,-,-,30
7484,1875,ID_5906,"FTI College, Law College Road, Pune",200,50,3.6,104,40,30
3813,287,ID_5908,"Sector 14, Noida",200,50,2.4,19,11,30
5206,6614,ID_5908,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
8091,6856,ID_5909,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,99,4.0,933,438,45
4066,10450,ID_591,Majestic,50,50,3.2,4,-,30
7560,5826,ID_5911,"Tejas Nagar Colony, Wadala West, Mumbai",800,50,3.9,214,107,45
6726,2813,ID_5912,"Delhi High Court, India Gate",100,50,3.2,12,4,30
486,7567,ID_5913,"Sector 3, Marathalli",300,99,3.7,272,92,45
5759,4353,ID_5914,"Rmz Centennial, I Gate, Whitefield",200,50,3.2,169,49,45
658,7648,ID_5915,"Sector 1, Noida",200,50,3.5,19,5,30
1577,9777,ID_5916,"Sector 1, Noida",200,50,2.7,22,15,30
5143,1627,ID_5919,"Rmz Centennial, I Gate, Whitefield",200,50,3.8,25,13,30
8382,5873,ID_592,"Mico Layout, Stage 2, BTM Layout,Bangalore",50,50,3.5,9,2,30
4099,3069,ID_5920,"Delhi Administration Flats, Timarpur",150,50,NEW,-,-,30
1412,172,ID_5921,"FTI College, Law College Road, Pune",150,50,3.1,4,-,30
4607,413,ID_5925,"Sector 3, Marathalli",200,50,-,-,-,30
2887,9196,ID_5925,"Rmz Centennial, I Gate, Whitefield",200,50,-,-,-,30
3939,10628,ID_5926,"Delhi Administration Flats, Timarpur",200,50,3.8,101,24,45
3455,10466,ID_5926,Delhi University-GTB Nagar,200,50,3.8,101,24,45
113,6282,ID_5927,"Sector 63A,Gurgaon",150,50,3.5,116,30,45
4581,3339,ID_5928,"Sector 1, Noida",200,50,-,-,-,30
4687,5376,ID_5929,"Sector 14, Noida",250,99,3.7,176,95,30
6219,5550,ID_593,"Delhi Administration Flats, Timarpur",100,50,NEW,-,-,30
8605,970,ID_5930,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.5,12,5,30
1930,9410,ID_5931,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,234,124,45
2141,7134,ID_5932,"FTI College, Law College Road, Pune",150,50,3.6,85,31,30
2860,912,ID_5935,"MG Road, Pune",100,50,-,-,-,30
8558,9748,ID_5937,Mumbai Central,100,50,3.4,13,8,30
4270,8834,ID_5938,"Delhi Administration Flats, Timarpur",100,50,NEW,-,-,30
4072,6984,ID_5938,Delhi University-GTB Nagar,100,50,NEW,-,-,30
4884,3481,ID_5939,"Sector 3, Marathalli",200,50,NEW,-,-,30
4686,6461,ID_594,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.5,37,11,30
1901,9036,ID_5941,"Chandni Chowk, Kolkata",350,50,3.9,659,407,45
8639,5642,ID_5942,"Moulali, Kolkata",400,50,3.8,226,52,30
130,3961,ID_5943,"D-Block, Sector 63, Noida",250,50,3.6,28,10,30
2893,863,ID_5944,"Sector 1, Noida",200,50,2.9,33,15,30
7027,10116,ID_5945,"Sector 1, Noida",450,99,4.1,2664,1356,30
3731,1149,ID_5945,"Delhi High Court, India Gate",450,99,4.1,2664,1356,30
4789,2318,ID_5945,Delhi University-GTB Nagar,400,99,4.0,4207,2167,45
3811,6344,ID_5945,Delhi Cantt.,450,99,4.0,3759,1877,30
6096,4784,ID_5946,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
5293,4042,ID_5947,"Sandhurst Road, Mumbai CST Area",100,50,3.7,55,25,30
3458,442,ID_5947,"Dockyard Road, Mumbai CST Area",100,50,3.7,55,25,30
4175,7936,ID_5948,Delhi Cantt.,250,50,4.0,607,467,45
1054,4228,ID_595,"Sector 14, Noida",150,50,3.6,67,20,30
624,5916,ID_5950,Mumbai Central,550,50,4.3,2947,1508,45
6875,9593,ID_5951,Majestic,100,50,3.6,27,7,65
7950,2795,ID_5952,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,-,-,-,30
3958,3529,ID_5952,"FTI College, Law College Road, Pune",200,50,NEW,-,-,30
2747,4767,ID_5952,Majestic,150,50,-,-,-,30
131,5968,ID_5952,"Sandhurst Road, Mumbai CST Area",150,50,-,-,-,30
7390,2476,ID_5952,"Moulali, Kolkata",150,50,-,-,-,30
4433,1322,ID_5952,"Tiretti, Kolkata",150,50,-,-,-,30
959,1196,ID_5952,"Raja Bazar, Kolkata",150,50,-,-,-,30
3329,7979,ID_5952,"Sector 1, Noida",200,50,-,-,-,30
8650,10695,ID_5952,"Sector 3, Marathalli",150,50,-,-,-,30
775,7622,ID_5952,"Delhi High Court, India Gate",200,50,-,-,-,30
8404,7497,ID_5952,"Sector 63A,Gurgaon",200,50,NEW,-,-,30
7344,4312,ID_5952,"Chandni Chowk, Kolkata",150,50,-,-,-,30
884,8497,ID_5952,"D-Block, Sector 63, Noida",200,50,-,-,-,45
2608,9921,ID_5953,"D-Block, Sector 63, Noida",200,50,3.3,11,7,30
7402,7041,ID_5954,Majestic,100,50,4.0,118,35,45
7082,10395,ID_5955,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,-,-,-,30
3543,4193,ID_5956,"Jaya Nagar, Saidabad, Hyderabad",200,50,3.8,-,-,30
6384,6580,ID_5957,"Nathan Road, Mangaldas Road, Pune",150,50,-,-,-,30
5800,4849,ID_5958,"Yerawada, Pune, Maharashtra",200,50,-,-,-,30
514,8959,ID_5959,"Sector 63A,Gurgaon",200,50,-,-,-,30
3725,785,ID_596,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250,99,3.8,27,23,120
8550,10796,ID_596,"Delhi High Court, India Gate",250,99,3.7,48,41,65
6640,10223,ID_5961,"Delhi High Court, India Gate",300,50,3.8,136,40,45
1481,7986,ID_5963,"Sector 63A,Gurgaon",400,99,4.4,754,364,65
3321,550,ID_5964,"Sandhurst Road, Mumbai CST Area",250,50,4.0,353,176,30
1399,1228,ID_5964,"Nathan Road, Mangaldas Road, Pune",250,50,3.8,365,206,30
8760,2499,ID_5964,Mumbai Central,250,50,4.0,353,176,30
6188,9240,ID_5964,"Dockyard Road, Mumbai CST Area",250,50,4.0,353,176,30
7357,9838,ID_5965,"Rmz Centennial, I Gate, Whitefield",200,50,3.2,4,-,30
4754,3715,ID_5965,"Sector 3, Marathalli",200,50,3.2,4,-,30
3335,3405,ID_5966,"Hyderabad Public School, Begumpet",100,50,3.2,6,1,30
8077,4820,ID_5967,"Sector 3, Marathalli",150,50,3.5,78,28,30
1595,600,ID_5968,"Sector 3, Marathalli",250,50,3.0,13,2,65
8036,6143,ID_5968,"Rmz Centennial, I Gate, Whitefield",250,50,3.0,13,2,65
4763,127,ID_5969,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",50,50,2.8,11,2,30
5970,3277,ID_597,"MG Road, Pune",200,50,3.4,15,3,30
6200,9843,ID_5973,"MG Road, Pune",600,50,3.8,565,347,45
7991,839,ID_5974,Mumbai Central,200,50,2.8,10,4,30
8391,2925,ID_5975,Pune University,150,50,2.9,5,1,30
3072,1288,ID_5976,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.4,68,14,45
3957,1525,ID_5976,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.2,8,-,30
2041,1865,ID_5978,"Babarpur, New Delhi, Delhi",200,50,-,-,-,30
1872,3521,ID_5979,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.5,50,4,45
2435,10340,ID_598,"Nathan Road, Mangaldas Road, Pune",200,50,3.1,4,1,30
3211,10976,ID_5980,Delhi Cantt.,150,50,-,-,-,30
8778,7749,ID_5981,"FTI College, Law College Road, Pune",200,50,3.6,36,21,30
6114,4888,ID_5981,"MG Road, Pune",200,50,3.6,36,21,30
2249,9881,ID_5983,"Babarpur, New Delhi, Delhi",50,50,3.0,11,5,30
7020,337,ID_5984,Delhi Cantt.,100,50,2.9,37,16,30
158,2822,ID_5986,"MG Road, Pune",200,50,3.8,302,138,45
4519,3988,ID_5987,"Sandhurst Road, Mumbai CST Area",150,50,3.9,179,79,45
6449,4104,ID_5989,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.2,4,-,30
1159,4414,ID_599,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
7921,2647,ID_5990,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.9,28,12,30
6400,10436,ID_5993,"D-Block, Sector 63, Noida",150,50,4.3,115,67,30
7970,2565,ID_5994,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.3,11,-,30
7527,10858,ID_5996,Pune University,400,50,3.8,203,107,30
6700,744,ID_5996,"FTI College, Law College Road, Pune",400,50,3.8,203,107,30
3689,4142,ID_5997,"Sandhurst Road, Mumbai CST Area",150,50,3.4,16,4,30
5772,1053,ID_5997,Mumbai Central,150,50,3.4,16,4,30
6500,6990,ID_5998,"Delhi High Court, India Gate",200,50,2.7,22,11,45
7202,10420,ID_5999,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,NEW,-,-,45
4006,4408,ID_6,Pune University,200,50,3.8,109,83,45
3377,5969,ID_600,"Sector 14, Noida",150,50,3.7,71,28,30
3797,10728,ID_600,"Sector 1, Noida",150,50,3.7,71,28,30
2136,309,ID_6000,"Nathan Road, Mangaldas Road, Pune",100,50,-,-,-,30
7796,3367,ID_6000,"MG Road, Pune",100,50,-,-,-,30
3096,598,ID_6001,Delhi University-GTB Nagar,250,0,4.0,1270,741,65
4420,5148,ID_6001,"Delhi Administration Flats, Timarpur",250,0,4.0,1270,741,65
1810,230,ID_6002,"D-Block, Sector 63, Noida",50,50,3.2,11,1,30
5406,402,ID_6003,"FTI College, Law College Road, Pune",100,50,-,-,-,30
8691,8751,ID_6004,"Raja Bazar, Kolkata",100,50,3.5,29,12,30
6783,3500,ID_6004,"Chandni Chowk, Kolkata",100,50,3.5,29,12,30
7803,5868,ID_6004,"Tiretti, Kolkata",100,50,3.5,29,12,30
819,7949,ID_6005,Delhi Cantt.,100,50,3.1,4,2,30
3622,8337,ID_6006,Majestic,200,50,4.0,30,14,30
1398,3584,ID_6007,"Sector 14, Noida",100,50,NEW,-,-,30
2801,5986,ID_6007,"Sector 1, Noida",100,50,NEW,-,-,30
2986,3402,ID_601,"Sandhurst Road, Mumbai CST Area",100,50,3.9,41,28,30
3749,6813,ID_601,Mumbai Central,100,50,3.9,41,28,30
6187,2001,ID_601,"Dockyard Road, Mumbai CST Area",100,50,3.9,41,28,30
7657,8173,ID_6010,"Sandhurst Road, Mumbai CST Area",100,50,Temporarily Closed,42,-,30
2344,7121,ID_6012,"Sector 1, Noida",200,50,3.4,132,33,30
3861,5895,ID_6012,"Delhi High Court, India Gate",100,50,3.4,16,11,30
4873,1356,ID_6013,"Tiretti, Kolkata",250,50,4.1,1307,794,45
6064,267,ID_6013,"Raja Bazar, Kolkata",250,50,4.1,1307,794,45
7651,2465,ID_6013,"Chandni Chowk, Kolkata",250,50,4.1,1307,794,45
2928,5161,ID_6016,"Babarpur, New Delhi, Delhi",150,50,3.2,9,-,30
176,1766,ID_6017,"D-Block, Sector 63, Noida",150,50,NEW,-,-,30
8119,1680,ID_6018,Mumbai Central,200,99,3.8,219,97,45
6049,2080,ID_6018,"Dockyard Road, Mumbai CST Area",200,99,3.8,219,97,45
2515,1793,ID_6019,"Sector 1, Noida",150,50,3.0,8,2,30
7288,3668,ID_602,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,4.3,77,56,30
4539,5577,ID_6020,"Sector 1, Noida",200,50,-,-,-,30
7431,5080,ID_6021,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,-,-,-,30
982,10848,ID_6022,"D-Block, Sector 63, Noida",150,99,3.5,92,43,45
3404,11017,ID_6024,"Delhi Administration Flats, Timarpur",100,50,3.3,12,1,30
2573,826,ID_6025,"D-Block, Sector 63, Noida",150,50,3.0,5,1,30
4022,324,ID_6027,"MG Road, Pune",150,50,-,-,-,30
7509,10759,ID_6027,"Yerawada, Pune, Maharashtra",200,50,3.2,74,41,30
135,9245,ID_6027,"Nathan Road, Mangaldas Road, Pune",200,50,3.2,74,41,30
681,7060,ID_6029,"Sector 14, Noida",150,50,3.8,57,9,45
4902,8573,ID_603,"Sector 1, Noida",150,50,-,-,-,30
395,509,ID_6030,"MG Road, Pune",200,50,3.8,150,64,45
6669,9504,ID_6031,Delhi Cantt.,150,50,3.7,134,28,65
7277,7715,ID_6033,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,3.1,4,1,30
34,7956,ID_6035,Pune University,100,50,3.4,31,6,45
8665,5834,ID_6035,"FTI College, Law College Road, Pune",100,50,4.2,423,244,45
815,5892,ID_6036,"FTI College, Law College Road, Pune",200,50,3.2,6,3,30
7444,4129,ID_6036,"MG Road, Pune",200,50,3.2,6,3,30
5245,2918,ID_6037,Delhi University-GTB Nagar,150,50,3.6,28,18,30
8295,11073,ID_6038,"Nathan Road, Mangaldas Road, Pune",300,50,3.8,689,341,45
4282,6150,ID_604,"D-Block, Sector 63, Noida",100,50,3.6,52,17,30
5270,1443,ID_6040,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.0,357,152,45
806,8710,ID_6041,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.4,60,28,30
3548,7421,ID_6043,"Rmz Centennial, I Gate, Whitefield",200,50,4.0,177,83,30
4105,4841,ID_6044,"D-Block, Sector 63, Noida",150,50,3.6,50,21,30
3857,3995,ID_6046,"D-Block, Sector 63, Noida",100,50,-,-,-,30
575,3600,ID_6047,Delhi University-GTB Nagar,50,50,3.3,9,2,30
156,3009,ID_6048,"MG Road, Pune",400,50,4.3,1741,736,30
8337,11083,ID_6048,"Nathan Road, Mangaldas Road, Pune",400,50,4.3,1741,736,30
698,842,ID_6049,"Panjetan Colony, Malakpet, Hyderabad",100,50,3.5,18,7,30
1787,11061,ID_6049,"Chatta Bazaar, Malakpet, Hyderabad",100,50,3.5,18,7,30
6043,10238,ID_6049,"Noorkhan Bazaar, Malakpet, Hyderabad",100,50,3.5,18,7,30
6160,8969,ID_605,"Nathan Road, Mangaldas Road, Pune",350,99,4.2,908,559,45
7433,5459,ID_6050,"Sector 14, Noida",50,50,3.8,392,83,45
2530,6347,ID_6051,"FTI College, Law College Road, Pune",200,50,3.4,33,15,30
7363,9612,ID_6051,Pune University,200,50,3.4,33,15,30
8484,5003,ID_6053,"Babarpur, New Delhi, Delhi",200,99,3.5,45,5,30
8430,1115,ID_6054,"Raja Bazar, Kolkata",150,50,3.0,9,3,30
8442,6956,ID_6054,"Chandni Chowk, Kolkata",150,50,3.0,9,3,30
7768,6870,ID_6054,"Sector 3, Marathalli",150,50,3.0,39,21,45
4348,6059,ID_6054,"Moulali, Kolkata",150,50,3.0,9,3,30
4981,284,ID_6055,Mumbai Central,100,50,3.8,110,53,30
3063,2385,ID_6056,"Dockyard Road, Mumbai CST Area",350,99,3.7,115,55,45
392,7776,ID_6056,Mumbai Central,350,99,3.7,115,55,45
7236,4093,ID_6057,"Sector 1, Noida",300,50,4.0,390,224,30
306,7253,ID_6058,"FTI College, Law College Road, Pune",100,50,3.2,45,11,30
3832,745,ID_6058,"MG Road, Pune",100,50,3.2,45,11,30
154,856,ID_6059,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.7,33,7,30
3760,8187,ID_606,"Sector 1, Noida",200,50,3.7,216,61,45
3676,8640,ID_606,"Sector 14, Noida",200,50,3.7,216,61,45
6664,10342,ID_6060,"D-Block, Sector 63, Noida",200,50,3.7,88,56,30
1255,3553,ID_6061,"Sector 1, Noida",100,50,3.6,71,31,30
4615,9011,ID_6062,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.6,15,11,30
729,5993,ID_6064,"Sector 3, Marathalli",200,50,2.8,336,121,45
3331,2458,ID_6065,"Sector 3, Marathalli",250,50,3.8,168,96,30
777,5735,ID_6067,"Delhi High Court, India Gate",350,99,3.9,426,242,65
6908,9049,ID_6069,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,-,-,-,30
723,3652,ID_607,"Nathan Road, Mangaldas Road, Pune",200,50,3.5,30,14,120
6335,424,ID_607,"FTI College, Law College Road, Pune",200,50,3.7,101,44,120
224,9541,ID_607,Pune University,200,50,3.5,76,33,120
1356,5670,ID_607,"Delhi High Court, India Gate",100,50,3.7,81,31,30
388,10451,ID_6072,"FTI College, Law College Road, Pune",100,50,3.9,39,15,30
4730,1078,ID_6073,"Tejas Nagar Colony, Wadala West, Mumbai",400,50,3.6,404,188,45
6490,9821,ID_6074,"D-Block, Sector 63, Noida",150,50,3.3,390,147,45
585,10566,ID_6075,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.6,15,5,30
6520,5306,ID_6076,"Sector 14, Noida",200,50,4.8,332,279,45
7245,1485,ID_6077,"Sector 63A,Gurgaon",200,99,3.6,56,8,30
3566,8588,ID_6078,"Sector 1, Noida",200,99,2.9,127,44,45
1795,33,ID_6079,"D-Block, Sector 63, Noida",350,99,3.3,22,13,45
4868,10165,ID_608,"Sector 3, Marathalli",100,99,3.3,8,1,45
561,771,ID_6080,Majestic,600,50,4.3,860,484,65
7153,4049,ID_6081,"FTI College, Law College Road, Pune",100,50,2.6,109,55,30
3271,8593,ID_6081,"MG Road, Pune",100,50,2.6,109,55,30
4644,2673,ID_6082,"FTI College, Law College Road, Pune",200,50,3.8,136,54,45
975,8721,ID_6083,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.7,66,23,30
7212,1150,ID_6084,"Delhi High Court, India Gate",350,50,3.4,34,16,45
6122,10892,ID_6085,"Babarpur, New Delhi, Delhi",100,50,3.5,24,3,30
894,1687,ID_6087,"Yerawada, Pune, Maharashtra",200,50,-,-,-,30
3641,4174,ID_6087,"Nathan Road, Mangaldas Road, Pune",200,50,-,-,-,30
1800,9261,ID_6087,"MG Road, Pune",200,50,-,-,-,30
4787,4469,ID_6088,"Jaya Nagar, Saidabad, Hyderabad",50,50,3.9,88,57,30
6682,10913,ID_6089,Delhi University-GTB Nagar,150,50,4.2,541,400,30
4014,7697,ID_6089,"Delhi Administration Flats, Timarpur",150,50,4.2,541,400,30
626,102,ID_6091,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.4,15,7,30
2202,1357,ID_6092,Delhi Cantt.,100,50,3.3,8,5,30
6887,1991,ID_6093,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,2.9,60,26,45
8595,8408,ID_6095,Delhi University-GTB Nagar,250,50,3.7,106,51,30
1129,5465,ID_6096,"Rmz Centennial, I Gate, Whitefield",100,50,4.2,324,138,30
5323,5797,ID_6098,Delhi University-GTB Nagar,600,50,3.6,132,74,30
4568,4220,ID_6099,"Nathan Road, Mangaldas Road, Pune",200,50,3.4,14,7,30
1887,9473,ID_61,"Mico Layout, Stage 2, BTM Layout,Bangalore",50,50,3.3,7,5,30
1935,7243,ID_610,"Sandhurst Road, Mumbai CST Area",200,50,3.4,75,30,30
8552,10676,ID_610,"Dockyard Road, Mumbai CST Area",200,50,3.4,75,30,30
6533,4266,ID_610,Mumbai Central,200,50,3.4,75,30,30
713,4115,ID_6100,"D-Block, Sector 63, Noida",200,50,3.4,24,22,45
1120,1059,ID_6102,"D-Block, Sector 63, Noida",200,50,2.9,6,2,65
8435,5913,ID_6103,"Babarpur, New Delhi, Delhi",150,50,NEW,-,-,30
3277,993,ID_6106,"Sector 14, Noida",100,50,-,-,-,30
919,262,ID_6107,"Dockyard Road, Mumbai CST Area",150,50,3.2,15,7,30
1892,1366,ID_6107,Mumbai Central,150,50,3.2,15,7,30
353,1075,ID_6108,"Sector 3, Marathalli",300,50,3.7,243,84,65
6773,7373,ID_6109,"FTI College, Law College Road, Pune",150,50,3.2,109,44,30
4094,9789,ID_6111,Mumbai Central,200,50,-,-,-,30
5252,960,ID_6112,"Nathan Road, Mangaldas Road, Pune",100,50,NEW,-,-,30
5099,503,ID_6115,"Chatta Bazaar, Malakpet, Hyderabad",200,50,4.0,157,17,30
1140,9482,ID_6116,Majestic,250,99,4.1,236,106,45
5416,5713,ID_6117,"Yerawada, Pune, Maharashtra",200,50,2.8,13,4,30
4500,3199,ID_6118,"MG Road, Pune",150,50,3.4,78,33,30
2993,3287,ID_6118,"Nathan Road, Mangaldas Road, Pune",150,50,3.4,78,33,30
3569,9833,ID_6118,"Yerawada, Pune, Maharashtra",150,50,3.4,78,33,30
5032,5524,ID_6119,"FTI College, Law College Road, Pune",150,50,-,-,-,30
5465,3272,ID_612,"Nathan Road, Mangaldas Road, Pune",200,50,-,-,-,30
6439,5788,ID_6121,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.2,148,70,30
5843,5734,ID_6122,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.8,116,36,65
5267,4,ID_6123,"Rmz Centennial, I Gate, Whitefield",200,99,3.2,521,235,65
6912,7560,ID_6124,"Rmz Centennial, I Gate, Whitefield",100,50,3.4,4,-,30
8640,10921,ID_6125,Majestic,100,50,NEW,-,-,30
6904,9243,ID_6126,"Sector 3, Marathalli",150,50,3.6,128,22,45
6090,3128,ID_6127,"Sector 63A,Gurgaon",250,50,4.3,209,160,30
3421,253,ID_6128,Majestic,150,50,-,-,-,30
